,time,text,deaths,death_score,injuries,injury_score,location,location_score,tweet_loc
46,2021-08-15T13:33:06.000Z,Thanks everyone for their calls and messages. My family are well but the overall death toll continues to rise with over 300 deaths so far as the authorities continue to search for bodies in rubble of collapsed building/houses. Let's keep praying for #Haiti. Better days ahead,300,"{'300': {'300': 0.7594431638717651, '3000': 0.07345316559076309, 'none': 0.04525318369269371, 'over': 0.03061983548104763, '3': 0.01180499792098999}}",3000,"{'3000': {'3000': 0.3549010455608368, '4000': 0.17296496033668518, 'none': 0.06988415867090225, '2000': 0.0527513325214386, '5000': 0.04840734601020813}}",Porte-Au-Prince,"{'Port': {'H': 0.8834002614021301, 'Port': 0.04681849852204323, '#': 0.011930413544178009, 'Ha': 0.007885521277785301, 'P': 0.005591671913862228}, 'e': {'-': 0.7316887974739075, ' au': 0.23023608326911926, ' Au': 0.01734263263642788, ' -': 0.0021877100225538015, 'au': 0.0018859239062294364}, '-': {'-': 0.9886904954910278, 'bert': 0.009248915128409863, 'co': 0.0004498095076996833, ' -': 0.00016038450121413916, 'ver': 0.00014489532622974366}, 'A': {'au': 0.6048480272293091, 'à': 0.11725512892007828, 'a': 0.110151007771492, 'A': 0.035206373780965805, 'sur': 0.028734605759382248}, 'u': {'u': 0.5192817449569702, 'lf': 0.2452913522720337, 'venue': 0.029295874759554863, 'leg': 0.02795431762933731, 'uber': 0.017768844962120056}, 'Prince': {'Prince': 0.9497336745262146, 'Po': 0.014197368174791336, 'B': 0.009606420062482357, 'N': 0.0046817949041724205, 'Pain': 0.002177236834540963}}","[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]"
47,2021-08-15T12:56:45.000Z,We have written to @DominicRaab on the humanitarian crisis engulfing Afghanistan. The killings of women and children is rising dramatically and the number of IDPs and refugees fleeing their homes is increasing. Cutting Britain’s aid is a retreat from the International stage. https://t.co/T9FEcfUX5s,3000,"{'3000': {'none': 0.4512832760810852, '4000': 0.14651022851467133, '5000': 0.04907478019595146, '3000': 0.039125826209783554, '6000': 0.024293778464198112}}",45000,"{'45': {'5000': 0.19344593584537506, 'none': 0.1268649399280548, '4000': 0.08787677437067032, '6000': 0.08517308533191681, '3000': 0.04282772168517113}, '000': {'000': 0.5298367142677307, '00': 0.2792043387889862, '0000': 0.0508468896150589, ',': 0.04417654126882553, '|': 0.020705128088593483}}",Afghanistan,"{'Af': {'Af': 0.974796712398529, 'K': 0.0047308458015322685, '#': 0.0034342254512012005, ' Afghanistan': 0.001634936430491507, 'AF': 0.001344862044788897}, 'ghan': {'ghan': 0.9977279305458069, 'gan': 0.001243563019670546, 'gh': 0.0006656313198618591, 'rica': 0.0001462197833461687, 'g': 0.0001331346429651603}, 'istan': {'istan': 0.9987837672233582, '|': 0.0004799436137545854, 'ist': 0.0003737804654520005, 'istani': 6.101797771407291e-05, 'stan': 5.914065332035534e-05}}","[-3.062965, 53.585124, -2.943696, 53.6801083]"
48,2021-08-15T11:19:42.000Z,Haiti earthquake: Death toll rises to 304 and state of emergency declared following 7.2-magnitude earthquake in western #Haiti| World News | Sky News #Haitiearthquake2021 https://t.co/4GDU4nZ6VI,304,"{'304': {'304': 0.9535607099533081, 'none': 0.010844310745596886, '30': 0.00541042722761631, '300': 0.0041483184322714806, '3': 0.0034932345151901245}}",4000,"{'4000': {'none': 0.26461851596832275, '4000': 0.16302675008773804, '3000': 0.14499899744987488, '5000': 0.04219711571931839, '7': 0.03312089666724205}}",Haiti,"{'H': {'H': 0.9205036759376526, 'Port': 0.01476277131587267, 'Western': 0.013653330504894257, '#': 0.009681661613285542, 'Ha': 0.003851098706945777}, 'ait': {'ait': 0.9990198612213135, 'ond': 0.00031978695187717676, 'ain': 0.0001262125588255003, 'av': 0.00010301169095328078, 'ai': 9.829444024944678e-05}, 'i': {'i': 0.9984270334243774, 'ian': 0.0005027969018556178, 'ia': 0.00025680355611257255, 'í': 0.00012912893726024777, 'I': 0.00011218916188227013}}","[101.6682318, 3.1049064, 101.7423782, 3.1921549]"
49,2021-08-15T04:50:16.000Z,Earthquake of 7.2 magnitude hits #Haiti. Devastating and tragic news. 300 feared death and massive damages to infrastructure. #HaitiQuake 😭 https://t.co/fkLwEHAjYT,3000,"{'3000': {'300': 0.8438030481338501, 'none': 0.06609176099300385, '3000': 0.03455687686800957, '3': 0.007415289990603924, '30': 0.006647023838013411}}",6000,"{'6000': {'300': 0.25046586990356445, 'none': 0.16684624552726746, '100': 0.06482946127653122, '3000': 0.05811275541782379, '500': 0.03311164677143097}}",Haiti,"{'H': {'H': 0.9617090225219727, '#': 0.007877608761191368, 'Port': 0.007006490137428045, 'Ha': 0.005206781439483166, 'P': 0.001539121731184423}, 'ait': {'ait': 0.9995296001434326, 'ond': 0.00024531426606699824, 'av': 6.106353976065293e-05, 'ai': 3.561804987839423e-05, 'ain': 1.7494998246547766e-05}, 'i': {'i': 0.9987233281135559, 'ian': 0.0004951486480422318, 'í': 0.00017933096387423575, 'ï': 8.146477193804458e-05, 'I': 7.834389543859288e-05}}","[72.4367386, 22.9232559, 72.7037246, 23.1046616]"
50,2021-08-15T04:01:58.000Z,"Due to 7.2-magnitude earthquake struck Haiti, at least 304 people died, wounding more than 1,800 others, and causing a landslide which blocked a national highway.\nThe number of casualties is expected to increase.\n #PrayForHaiti #haitiearthquake #Haiti https://t.co/GSF5xicK1O",304,"{'304': {'304': 0.8794875741004944, 'none': 0.02456234209239483, '3': 0.015491276048123837, '300': 0.007260614074766636, '30': 0.007260614074766636}}",1800,"{'1800': {'1800': 0.46112194657325745, '18': 0.12804894149303436, '1': 0.10289021581411362, '17': 0.05255118012428284, 'none': 0.026631642132997513}}",Haiti,"{'H': {'H': 0.9444934129714966, 'Ha': 0.01170508936047554, 'Port': 0.007736591622233391, 'P': 0.007382307201623917, '#': 0.004803758580237627}, 'ait': {'ait': 0.9992838501930237, 'ond': 0.0001822572376113385, 'ai': 0.00016084146045614034, 'ain': 7.306552288355306e-05, 'av': 6.348043098114431e-05}, 'i': {'i': 0.9987397789955139, 'ian': 0.0004041352076455951, 'I': 0.00018794032803270966, 'ia': 0.00017655359988566488, 'is': 9.750216122483835e-05}}","[79.6505263, 5.9213829, 81.8787816, 9.8359375]"
51,2021-08-14T23:48:03.000Z,"The death toll in #Haiti increased to at least 304, the country's civil protection agency confirmed to @ABC News. \n\nOver 1,800 people are injured. #EarthquakeHaiti",304,"{'304': {'304': 0.9567386507987976, 'none': 0.00724794389680028, '300': 0.004162143915891647, ' 304': 0.0034776011016219854, '30': 0.0034236859064549208}}",1800,"{'1800': {'1800': 0.508167564868927, '17': 0.09774614870548248, '18': 0.08103440701961517, '1': 0.04726694896817207, '1500': 0.03173353150486946}}",Haiti,"{'H': {'H': 0.9813202619552612, 'Port': 0.005149495787918568, 'Ha': 0.0031973947770893574, '#': 0.0023210595827549696, '\n': 0.0007594478665851057}, 'ait': {'ait': 0.9996824264526367, 'ond': 0.00012337061343714595, 'ai': 4.756360794999637e-05, 'av': 3.218315032427199e-05, 'ain': 1.8337403162149712e-05}, 'i': {'i': 0.9991753697395325, 'ian': 0.0003248734283261001, 'í': 9.754468919709325e-05, 'ia': 5.221191167947836e-05, 'is': 5.221191167947836e-05}}","[-66.041626, 18.424088, -65.981677, 18.457703]"
52,2021-08-14T23:46:23.000Z,"Haiti might collapse. Massive earthquake likely to kill at least 100k, Prime Ministers assassinated last month, incoming direct hit category 4 hurricane AND covid pandemic\n\nIt’s too much for an underdeveloped country to withstand. They need help ASAP",100000,"{'-': {'100': 0.6652994155883789, 'none': 0.07945868372917175, '10000': 0.040583521127700806, '10': 0.026408204808831215, '1000': 0.01691773161292076}, '100': {'100': 0.5344231724739075, '1': 0.11378525197505951, '|': 0.07404147833585739, '1000': 0.034702543169260025, '10': 0.021716296672821045}, 'k': {'k': 0.6845229864120483, ',': 0.14348381757736206, 'K': 0.0768013447523117, '000': 0.05888563394546509, '|': 0.023791950196027756}}",-1,"{'https': {'-': 0.5443320274353027, '100': 0.08154230564832687, 'none': 0.07196082919836044, '5000': 0.02647291123867035, '\n': 0.022467266768217087}}",Haiti,"{'H': {'H': 0.7628875970840454, '-': 0.05031789094209671, '#': 0.03351894021034241, '\n': 0.025699861347675323, 'Port': 0.016593078151345253}, 'ait': {'ait': 0.997501790523529, 'ai': 0.0004793275729753077, 'av': 0.00037330068880692124, 'ond': 0.00029995551449246705, 'ain': 0.00013840672909282148}, 'i': {'i': 0.9972513318061829, 'ian': 0.0006499013979919255, 'ia': 0.0002646433422341943, 'í': 0.00018331309547647834, '|': 0.00018188652757089585}}","[-118.369186, 33.8729138, -118.343796, 33.902665]"
53,2021-08-14T21:03:46.000Z,"Let’s keep Haiti 🇭🇹 #Haiti in our prayers. The toll has risen to at least 227 deaths, with hundreds injured and missing, after a 7.2 magnitude earthquake struck Haiti. Prime Minister Ariel Henry said he was rushing aid to damaged towns and hospitals overwhelmed with casualties.",227,"{'227': {'227': 0.6421253085136414, '22': 0.10239583253860474, 'none': 0.04473342373967171, '27': 0.020162934437394142, 'at': 0.018502548336982727}}",300,"{'300': {'none': 0.19887538254261017, '300': 0.13992631435394287, '200': 0.07727465033531189, '100': 0.0531100295484066, 'h': 0.05187974497675896}}",Haiti,"{'H': {'H': 0.9568861126899719, 'Port': 0.01499076560139656, 'Ha': 0.007305915001779795, '#': 0.007305915001779795, 'P': 0.001592407119460404}, 'ait': {'ait': 0.9995378255844116, 'ai': 0.00014879183436278254, 'av': 5.473745477502234e-05, 'ain': 5.3053365263622254e-05, 'ond': 4.868450196227059e-05}, 'i': {'i': 0.9988425970077515, 'ian': 0.0005109274061396718, 'í': 0.0001375142455799505, 'I': 7.653820648556575e-05, 'ia': 7.53515851101838e-05}}","[-61.0797364, 13.7079554, -60.872973, 14.1101013]"
54,2021-08-14T20:17:58.000Z,"227 dead and hundreds of wounded, provisional death toll from 14 August #Haiti #haitiearthquake https://t.co/ZrzzghZLXx",3302,"{'3': {'227': 0.5832036137580872, 'none': 0.06195132061839104, '22': 0.06099085509777069, '27': 0.03368235006928444, '14': 0.031151078641414642}, '302': {'0000': 0.5096725225448608, '|': 0.194967120885849, '200': 0.07635021954774857, '100': 0.04630875214934349, ',': 0.0372101254761219}}",2401,"{'24': {'none': 0.0855744406580925, '22': 0.06876099854707718, '227': 0.05700487270951271, '14': 0.054394423961639404, '27': 0.03979581594467163}, '01': {'|': 0.1951630413532257, '00': 0.15559755265712738, '000': 0.12023646384477615, '50': 0.0328708216547966, ',': 0.03063897229731083}}",Port Au Prince,"{'Port': {'H': 0.891291081905365, 'Port': 0.03221262991428375, 'Ha': 0.0302609633654356, 'HA': 0.005177040584385395, '#': 0.0043595051392912865}, ' Au': {'-': 0.6874156594276428, ' au': 0.277741014957428, ' Au': 0.01506880484521389, 'au': 0.0034962433855980635, ' de': 0.0015636167954653502}, ' Prince': {' Prince': 0.9499521851539612, 'Prince': 0.030062740668654442, ' Pr': 0.006501524709165096, ' Pa': 0.004132620524615049, '-': 0.0032184880692511797}}","[-3.3285119, 55.894729, -3.077505, 55.991662]"
55,2021-08-14T19:50:12.000Z,DEVELOPING: At least 227 people confirmed dead after 7.2M #earthquake rocks Haiti; death toll expected to rise. #BREAKING,227,"{'227': {'227': 0.5379108190536499, 'none': 0.11909008771181107, '22': 0.0942080169916153, '27': 0.02400633506476879, '226': 0.018406294286251068}}",8000000,"{'8': {'none': 0.4712495803833008, '7': 0.043153468519449234, '5000': 0.036623869091272354, '6000': 0.03308691084384918, '3000': 0.02458810620009899}, '000000': {'|': 0.2411838322877884, '0000': 0.18783415853977203, ',': 0.11662888526916504, '500': 0.07185296714305878, '200': 0.048618149012327194}}",Haiti,"{'H': {'H': 0.953280508518219, 'Port': 0.011813987977802753, 'Ha': 0.007627683226019144, 'HA': 0.005120984278619289, '#': 0.004312301520258188}, 'ait': {'ait': 0.9985352754592896, 'ai': 0.0003916210844181478, 'ond': 0.00036219030153006315, 'av': 0.00016843412595335394, 'ain': 0.00011576298129511997}, 'i': {'i': 0.9978222846984863, 'ian': 0.0008957895333878696, 'I': 0.00027320036315359175, 'í': 0.0001983221882255748, 'ia': 0.00015087556676007807}}","[-122.523373, 48.910742, -122.413813, 48.9649531]"
56,2021-08-14T19:04:33.000Z,JUST IN: Haiti #earthquake Death Toll rises to 29.,29,"{'29': {'29': 0.8300204873085022, 'none': 0.11410001665353775, '28': 0.004424137528985739, '30': 0.004355547949671745, ' 29': 0.0036108759231865406}}",-1,"{'30': {'none': 0.7447861433029175, '0': 0.02320452220737934, '29': 0.018791593611240387, '3000': 0.012323827482759953, '30': 0.011397677473723888}, ',': {'|': 0.8521573543548584, ',': 0.04587389528751373, '+': 0.008619450032711029, '50': 0.008289243094623089, '20': 0.005608782637864351}, '000': {'000': 0.9510226249694824, '00': 0.005189307499676943, '500': 0.004651665687561035, '9': 0.004508548881858587, '0': 0.0035945286508649588}, '+': {'|': 0.961281418800354, '+': 0.019795503467321396, ',': 0.014147207140922546, ' |': 0.0004955707117915154, '||': 0.0004407696833368391}}",Haiti,"{'H': {'H': 0.9076198935508728, 'Port': 0.03254750370979309, 'Ha': 0.013781479559838772, '\n': 0.006560968235135078, '#': 0.005190152674913406}, 'ait': {'ait': 0.9988920092582703, 'ond': 0.00027349323499947786, 'av': 0.00014986193855293095, 'ai': 0.00013645084982272238, 'ain': 7.594633643748239e-05}, 'i': {'i': 0.9984623193740845, 'ian': 0.0004234124207869172, 'I': 0.0002393756585661322, 'í': 0.0001509723369963467, 'ia': 0.00011485371214803308}}","[-122.523373, 48.910742, -122.413813, 48.9649531]"
57,2021-08-14T17:21:30.000Z,I have a lot of friends in and from Haiti. The damage and death toll there is extensive. @DowningUt — It’s time to mobilize the troops and do what we do. This is a serious humanitarian crisis.,6000,"{'6000': {'none': 0.29848891496658325, '10': 0.02886977791786194, '4': 0.025279222056269646, '6000': 0.02412160485982895, '3000': 0.023933885619044304}}",400,"{'400': {'4000': 0.12716536223888397, 'none': 0.12039775401353836, '5000': 0.1131032183766365, '4': 0.05384520813822746, '6000': 0.04534221068024635}}",Haiti,"{'H': {'H': 0.9507330060005188, 'Port': 0.01512892171740532, 'Ha': 0.007548097986727953, '#': 0.003977568354457617, 'HA': 0.0017376710893586278}, 'ait': {'ait': 0.9991764426231384, 'ond': 0.00032998976530507207, 'ai': 8.743858779780567e-05, 'oll': 5.916390728089027e-05, 'av': 4.680250640376471e-05}, 'i': {'i': 0.9984436631202698, 'ian': 0.0004368447989691049, 'I': 0.0002955840027425438, 'í': 0.0002000021340791136, 'ï': 7.473534060409293e-05}}","[-72.4823087, 21.1700363, -71.08259, 21.973612]"
58,2021-08-14T17:12:58.000Z,🚨#BREAKING After a 7.2 magnitude earthquake hits #Haiti this morning so far the earthquake has claimed at least 29 people and extensive to extreme material damage https://t.co/NkPuoBi7Bj,29,"{'29': {'29': 0.7136922478675842, 'none': 0.22109153866767883, '28': 0.004412821959704161, ' 29': 0.004145462531596422, 'at': 0.00392484525218606}}",-1,"{'none': {'none': 0.6751939654350281, 'ext': 0.036347486078739166, '29': 0.012366609647870064, '1': 0.011708470061421394, '0': 0.011172300204634666}}",Haiti,"{'H': {'H': 0.9603431820869446, 'Port': 0.009054195135831833, '#': 0.00469725439324975, 'Ha': 0.003924703225493431, '\n': 0.003518081037327647}, 'ait': {'ait': 0.999452531337738, 'ond': 0.00017124373698607087, 'av': 9.023911115946248e-05, 'ai': 5.4732787248212844e-05, 'ain': 2.4098520952975377e-05}, 'i': {'i': 0.9990297555923462, 'ian': 0.0002778384368866682, 'í': 0.00018508030916564167, 'ia': 6.651000148849562e-05, 'ï': 5.688902092515491e-05}}","[-80.519851, 39.719801, -74.689517, 42.516072]"
59,2021-08-14T16:51:31.000Z,A lot of damage in Okay. So far 29 reported deaths. #haitiearthquake #tranbleman #lescayes #ayiti #haiti https://t.co/ZPTHugLeD3,12,"{'12': {'29': 0.8406468629837036, 'none': 0.11376917362213135, '28': 0.008503022603690624, '30': 0.002218145877122879, '19': 0.0019271584460511804}}",28,"{'28': {'29': 0.5037135481834412, 'none': 0.22352154552936554, '28': 0.02145071141421795, '30': 0.018063310533761978, '9': 0.0167058315128088}}",Trinidad and Tobago,"{'Tr': {'Okay': 0.3817027807235718, 'H': 0.15665049850940704, 'Ha': 0.11824600398540497, 'Tr': 0.10114117711782455, 'Les': 0.038090113550424576}, 'in': {'in': 0.7971502542495728, 'inity': 0.07892856001853943, 'an': 0.05096010863780975, 'ab': 0.01051621325314045, 'ance': 0.010353174060583115}, 'idad': {'idad': 0.9932335019111633, 'id': 0.003582159522920847, 'b': 0.0007508614216931164, 'abl': 0.00044140865793451667, 'iti': 0.00023812209838069975}, ' and': {' and': 0.6165913939476013, ' &': 0.1822640597820282, '&': 0.0821528509259224, '|': 0.06705120205879211, ' And': 0.01722017303109169}, ' Tob': {' Tob': 0.9734887480735779, ' T': 0.006820608861744404, ' #': 0.0030266267713159323, 'T': 0.0028880273457616568, ' tob': 0.0027130511589348316}, 'ago': {'ago': 0.992034375667572, 'ag': 0.0016638475935906172, 'a': 0.0015630401903763413, 'aga': 0.0010250667110085487, 'aco': 0.00045487063471227884}}","[-74.4798235, 18.0214258, -71.6284598, 20.0894352]"
